33	51.57386867499634
62	51.75899563809576
92	51.50113828311074
106	51.7815271386419
116	52.12203691954834
117	50.705408242968296
118	52.49845782600096
138	52.207920044383336
139	51.18562179642381
149	52.40052249151395
166	50.715232266432146
187	51.22040253199602
207	51.96526278507969
217	52.06306012302539
232	52.780600341403044
239	53.0628345976923
254	51.8541428153749
290	52.24773155674085
307	51.89367896707497
312	51.274187691536575
317	52.60020068869213
327	51.02719897023121
332	51.66130274627613
348	53.26819351370849
353	51.60165368251064
355	53.504281405894176
372	52.526904352758244
375	53.57547857036509
383	53.66311667763066
390	52.48166449009244
409	53.66735746564161
422	52.0514915508021
429	51.01890788615462
451	52.19735598821833
457	51.88301726273161
462	52.76761356578918
475	52.94962384362046
525	52.01925709054821
528	50.79347943340835
531	53.24474040465307
537	52.28530188029308
549	51.686137206798186
564	52.329849420309195
567	50.862037048022174
627	52.63708832545184
644	50.70438687761729
656	52.30126576809906
724	52.11008534324455
742	51.58372686884928
747	52.15605847006003
748	51.29747470870663
750	52.89399676689696
751	53.131776179902104
767	51.57386992531134
771	53.35829448697252
776	53.37631291907263
798	51.127558928101124
804	50.587918445315005
812	51.00103439172079
813	50.52542575374831
821	50.50829099592793
831	51.640893635963245
839	51.90569375996509
884	50.5990177659901
892	52.11446226587835
894	52.45729966072576
917	51.728935070348584
926	51.594718414541354
940	50.489622287147824
961	53.395910151339876
993	52.84368156269373
995	53.23368718984184
40	53.20299677574101
62	51.00022663749928
90	54.37689483867828
95	51.84870232774897
133	53.80567078410654
137	53.3992159025773
138	51.72082912320413
157	51.49012207185822
158	52.359432868037885
161	50.359938922346906
176	53.288163838826996
187	53.045609508481135
203	54.281078635635765
208	53.6640414595982
214	54.568613089717985
222	52.99080580487736
235	53.78674831079468
245	52.92441912454956
246	52.23344442060563
257	53.213490752497584
281	53.59017716003987
282	52.63341901918457
287	52.364173460575195
288	51.23783281465835
291	50.762168408407625
297	52.40608698989738
308	50.70532839079263
333	50.27734933829668
339	50.252847061262564
345	50.90003509573532
357	50.1840740759463
379	50.91561110387386
389	51.535767886281626
394	50.85608175179946
422	52.009512198161104
432	51.0816472523086
458	52.84650451177102
470	52.47681266243893
477	53.24353902771573
481	51.87799320776933
494	51.83553837158526
502	51.3555926087585
503	51.27851466632683
508	52.79451866635581
528	52.68379853558295
532	53.6860377931387
568	53.33628890695523
573	51.569985522111054
593	51.53497693499798
594	51.448947324071796
620	53.49314639433988
641	53.49801832562929
653	51.563519235212105
680	52.99471372147874
697	51.93500933501769
703	52.3286378143328
712	51.80740595965397
713	52.770225456108534
736	52.02994908605504
752	52.02770385217619
755	51.56661066705932
766	52.092782194992864
785	51.51004840856412
791	51.49404180935973
836	50.9606875664099
846	52.53238764905567
871	53.00903427456404
880	52.24952181841501
888	52.7041068610253
892	50.8117220258097
929	52.83107143219989
959	51.80081965483025
960	51.72711396597193
969	51.92788854123299
992	50.592324769311915
